uid,scale,item_index,dimension,response_reversed
24,PANAS,12,Positive,4.0
24,PANAS,13,Negative,3.0
24,PANAS,14,Positive,4.0
24,PANAS,15,Negative,3.0
24,PANAS,16,Positive,5.0
24,PANAS,17,Positive,4.0
24,PANAS,18,Negative,4.0
24,PANAS,19,Positive,5.0
24,PANAS,20,Negative,3.0
24,BPAQ,1,Physical,4.0
24,BPAQ,2,Physical,4.0
24,BPAQ,3,Physical,5.0
24,BPAQ,4,Physical,5.0
24,BPAQ,5,Physical,4.0
24,BPAQ,6,Physical,5.0
24,BPAQ,7,Physical,2.0
24,BPAQ,8,Physical,4.0
24,BPAQ,9,Physical,4.0
24,BPAQ,10,Verbal,5.0
24,BPAQ,11,Verbal,5.0
24,BPAQ,12,Verbal,4.0
24,BPAQ,13,Verbal,5.0
24,BPAQ,14,Verbal,4.0
24,BPAQ,15,Anger,4.0
24,BPAQ,16,Anger,4.0
24,BPAQ,17,Anger,4.0
24,BPAQ,18,Anger,3.0
24,BPAQ,19,Anger,5.0
24,BPAQ,20,Anger,4.0
24,BPAQ,21,Anger,4.0
24,BPAQ,22,Hostility,4.0
24,BPAQ,23,Hostility,4.0
24,BPAQ,24,Hostility,4.0
24,BPAQ,25,Hostility,3.0
24,BPAQ,26,Hostility,3.0
24,BPAQ,27,Hostility,4.0
24,BPAQ,28,Hostility,3.0
24,BPAQ,29,Hostility,3.0
24,SSCS,1,Personal Identity,4.0
24,SSCS,2,Personal Identity,3.0
24,SSCS,3,Self-efficacy,4.0
24,SSCS,4,Self-efficacy,4.0
24,SSCS,5,Self-efficacy,4.0
24,SSCS,6,Self-efficacy,4.0
24,SSCS,7,Personal Identity,3.0
24,SSCS,8,Self-efficacy,4.0
24,SSCS,9,Self-efficacy,4.0
24,SSCS,10,Personal Identity,4.0
24,SSCS,11,Personal Identity,4.0
4,BFI,1,Extraversion,3.0
4,BFI,2,Agreeableness,3.0
4,BFI,3,Conscientiousness,4.0
4,BFI,4,Neuroticism,3.0
4,BFI,5,Openness,3.0
4,BFI,6,Extraversion,3.0
4,BFI,7,Agreeableness,5.0
4,BFI,8,Conscientiousness,4.0
4,BFI,9,Neuroticism,2.0
4,BFI,10,Openness,5.0
4,BFI,11,Extraversion,4.0
4,BFI,12,Agreeableness,3.0
4,BFI,13,Conscientiousness,5.0
4,BFI,14,Neuroticism,3.0
4,BFI,15,Openness,3.0
4,BFI,16,Extraversion,4.0
4,BFI,17,Agreeableness,4.0
4,BFI,18,Conscientiousness,3.0
4,BFI,19,Neuroticism,3.0
4,BFI,20,Openness,4.0
4,BFI,21,Extraversion,3.0
4,BFI,22,Agreeableness,4.0
4,BFI,23,Conscientiousness,5.0
4,BFI,24,Neuroticism,2.0
4,BFI,25,Openness,4.0
4,BFI,26,Extraversion,4.0
4,BFI,27,Agreeableness,3.0
4,BFI,28,Conscientiousness,4.0
4,BFI,29,Neuroticism,2.0
4,BFI,30,Openness,3.0
4,BFI,31,Extraversion,3.0
4,BFI,32,Agreeableness,5.0
4,BFI,33,Conscientiousness,4.0
4,BFI,34,Neuroticism,2.0
4,BFI,35,Openness,3.0
4,BFI,36,Extraversion,3.0
4,BFI,37,Agreeableness,3.0
4,BFI,38,Conscientiousness,4.0
4,BFI,39,Neuroticism,3.0
4,BFI,40,Openness,4.0
4,BFI,41,Openness,3.0
4,BFI,42,Agreeableness,4.0
4,BFI,43,Conscientiousness,3.0
4,BFI,44,Openness,3.0
4,PANAS,1,Positive,4.0
4,PANAS,2,Negative,2.0
4,PANAS,3,Positive,4.0
4,PANAS,4,Negative,2.0
4,PANAS,5,Positive,5.0
4,PANAS,6,Negative,3.0
4,PANAS,7,Negative,2.0
4,PANAS,8,Negative,1.0
4,PANAS,9,Positive,4.0
4,PANAS,10,Positive,4.0
4,PANAS,11,Negative,2.0
4,PANAS,12,Positive,5.0
4,PANAS,13,Negative,2.0
4,PANAS,14,Positive,4.0
4,PANAS,15,Negative,2.0
4,PANAS,16,Positive,4.0
4,PANAS,17,Positive,5.0
4,PANAS,18,Negative,2.0
4,PANAS,19,Positive,5.0
4,PANAS,20,Negative,2.0
4,BPAQ,1,Physical,1.0
4,BPAQ,2,Physical,1.0
4,BPAQ,3,Physical,2.0
4,BPAQ,4,Physical,2.0
4,BPAQ,5,Physical,1.0
4,BPAQ,6,Physical,1.0
4,BPAQ,7,Physical,1.0
4,BPAQ,8,Physical,1.0
4,BPAQ,9,Physical,2.0
4,BPAQ,10,Verbal,4.0
4,BPAQ,11,Verbal,3.0
4,BPAQ,12,Verbal,3.0
4,BPAQ,13,Verbal,3.0
4,BPAQ,14,Verbal,3.0
4,BPAQ,15,Anger,3.0
4,BPAQ,16,Anger,2.0
4,BPAQ,17,Anger,3.0
4,BPAQ,18,Anger,2.0
4,BPAQ,19,Anger,2.0
4,BPAQ,20,Anger,2.0
4,BPAQ,21,Anger,3.0
4,BPAQ,22,Hostility,3.0
4,BPAQ,23,Hostility,3.0
4,BPAQ,24,Hostility,3.0
4,BPAQ,25,Hostility,3.0
4,BPAQ,26,Hostility,3.0
4,BPAQ,27,Hostility,4.0
4,BPAQ,28,Hostility,3.0
4,BPAQ,29,Hostility,3.0
4,SSCS,1,Personal Identity,4.0
4,SSCS,2,Personal Identity,4.0
4,SSCS,3,Self-efficacy,4.0
4,SSCS,4,Self-efficacy,4.0
4,SSCS,5,Self-efficacy,4.0
4,SSCS,6,Self-efficacy,4.0
4,SSCS,7,Personal Identity,4.0
4,SSCS,8,Self-efficacy,4.0
4,SSCS,9,Self-efficacy,4.0
4,SSCS,10,Personal Identity,4.0
4,SSCS,11,Personal Identity,4.0
61,BFI,1,Extraversion,3.0
61,BFI,2,Agreeableness,3.0
61,BFI,3,Conscientiousness,4.0
61,BFI,4,Neuroticism,3.0
61,BFI,5,Openness,3.0
61,BFI,6,Extraversion,3.0
61,BFI,7,Agreeableness,5.0
61,BFI,8,Conscientiousness,3.0
61,BFI,9,Neuroticism,2.0
61,BFI,10,Openness,4.0
61,BFI,11,Extraversion,4.0
61,BFI,12,Agreeableness,3.0
61,BFI,13,Conscientiousness,5.0
61,BFI,14,Neuroticism,3.0
61,BFI,15,Openness,3.0
61,BFI,16,Extraversion,4.0
61,BFI,17,Agreeableness,4.0
61,BFI,18,Conscientiousness,3.0
61,BFI,19,Neuroticism,3.0
61,BFI,20,Openness,3.0
61,BFI,21,Extraversion,3.0
61,BFI,22,Agreeableness,4.0
61,BFI,23,Conscientiousness,3.0
61,BFI,24,Neuroticism,2.0
61,BFI,25,Openness,3.0
61,BFI,26,Extraversion,4.0
61,BFI,27,Agreeableness,3.0
61,BFI,28,Conscientiousness,5.0
61,BFI,29,Neuroticism,3.0
61,BFI,30,Openness,4.0
61,BFI,31,Extraversion,3.0
61,BFI,32,Agreeableness,4.0
61,BFI,33,Conscientiousness,4.0
61,BFI,34,Neuroticism,1.0
61,BFI,35,Openness,3.0
61,BFI,36,Extraversion,4.0
61,BFI,37,Agreeableness,3.0
61,BFI,38,Conscientiousness,4.0
61,BFI,39,Neuroticism,3.0
61,BFI,40,Openness,3.0
61,BFI,41,Openness,3.0
61,BFI,42,Agreeableness,5.0
61,BFI,43,Conscientiousness,3.0
61,BFI,44,Openness,3.0
61,PANAS,1,Positive,4.0
61,PANAS,2,Negative,3.0
61,PANAS,3,Positive,4.0
61,PANAS,4,Negative,3.0
61,PANAS,5,Positive,4.0
61,PANAS,6,Negative,3.0
61,PANAS,7,Negative,1.0
61,PANAS,8,Negative,3.0
61,PANAS,9,Positive,4.0
61,PANAS,10,Positive,4.0
61,PANAS,11,Negative,2.0
61,PANAS,12,Positive,4.0
61,PANAS,13,Negative,3.0
61,PANAS,14,Positive,4.0
61,PANAS,15,Negative,3.0
61,PANAS,16,Positive,4.0
61,PANAS,17,Positive,4.0
61,PANAS,18,Negative,3.0
61,PANAS,19,Positive,4.0
61,PANAS,20,Negative,2.0
61,BPAQ,1,Physical,1.0
61,BPAQ,2,Physical,1.0
61,BPAQ,3,Physical,3.0
61,BPAQ,4,Physical,2.0
61,BPAQ,5,Physical,3.0
61,BPAQ,6,Physical,2.0
61,BPAQ,7,Physical,1.0
61,BPAQ,8,Physical,1.0
61,BPAQ,9,Physical,2.0
61,BPAQ,10,Verbal,4.0
61,BPAQ,11,Verbal,4.0
61,BPAQ,12,Verbal,3.0
61,BPAQ,13,Verbal,3.0
61,BPAQ,14,Verbal,3.0
61,BPAQ,15,Anger,4.0
61,BPAQ,16,Anger,3.0
61,BPAQ,17,Anger,3.0
61,BPAQ,18,Anger,2.0
61,BPAQ,19,Anger,3.0
61,BPAQ,20,Anger,3.0
61,BPAQ,21,Anger,3.0
61,BPAQ,22,Hostility,3.0
61,BPAQ,23,Hostility,3.0
61,BPAQ,24,Hostility,3.0
61,BPAQ,25,Hostility,3.0
61,BPAQ,26,Hostility,3.0
61,BPAQ,27,Hostility,4.0
61,BPAQ,28,Hostility,3.0
61,BPAQ,29,Hostility,3.0
61,SSCS,1,Personal Identity,4.0
61,SSCS,2,Personal Identity,4.0
61,SSCS,3,Self-efficacy,4.0
61,SSCS,4,Self-efficacy,4.0
61,SSCS,5,Self-efficacy,4.0
61,SSCS,6,Self-efficacy,4.0
61,SSCS,7,Personal Identity,4.0
61,SSCS,8,Self-efficacy,4.0
61,SSCS,9,Self-efficacy,4.0
61,SSCS,10,Personal Identity,4.0
61,SSCS,11,Personal Identity,4.0
91,BFI,1,Extraversion,3.0
91,BFI,2,Agreeableness,3.0
91,BFI,3,Conscientiousness,4.0
91,BFI,4,Neuroticism,3.0
91,BFI,5,Openness,3.0
91,BFI,6,Extraversion,3.0
91,BFI,7,Agreeableness,3.0
91,BFI,8,Conscientiousness,3.0
91,BFI,9,Neuroticism,3.0
91,BFI,10,Openness,3.0
91,BFI,11,Extraversion,5.0
91,BFI,12,Agreeableness,3.0
91,BFI,13,Conscientiousness,5.0
91,BFI,14,Neuroticism,3.0
91,BFI,15,Openness,3.0
91,BFI,16,Extraversion,3.0
91,BFI,17,Agreeableness,3.0
91,BFI,18,Conscientiousness,3.0
91,BFI,19,Neuroticism,3.0
91,BFI,20,Openness,3.0
91,BFI,21,Extraversion,3.0
91,BFI,22,Agreeableness,3.0
91,BFI,23,Conscientiousness,3.0
91,BFI,24,Neuroticism,1.0
91,BFI,25,Openness,3.0
91,BFI,26,Extraversion,3.0
91,BFI,27,Agreeableness,3.0
91,BFI,28,Conscientiousness,4.0
91,BFI,29,Neuroticism,3.0
91,BFI,30,Openness,3.0
91,BFI,31,Extraversion,1.0
91,BFI,32,Agreeableness,4.0
91,BFI,33,Conscientiousness,3.0
91,BFI,34,Neuroticism,1.0
91,BFI,35,Openness,3.0
91,BFI,36,Extraversion,3.0
91,BFI,37,Agreeableness,3.0
91,BFI,38,Conscientiousness,5.0
91,BFI,39,Neuroticism,3.0
91,BFI,40,Openness,3.0
91,BFI,41,Openness,3.0
91,BFI,42,Agreeableness,3.0
91,BFI,43,Conscientiousness,3.0
91,BFI,44,Openness,3.0
91,PANAS,1,Positive,4.0
91,PANAS,2,Negative,1.0
91,PANAS,3,Positive,4.0
91,PANAS,4,Negative,3.0
91,PANAS,5,Positive,4.0
91,PANAS,6,Negative,3.0
91,PANAS,7,Negative,1.0
91,PANAS,8,Negative,3.0
91,PANAS,9,Positive,4.0
91,PANAS,10,Positive,4.0
91,PANAS,11,Negative,3.0
91,PANAS,12,Positive,4.0
91,PANAS,13,Negative,3.0
91,PANAS,14,Positive,4.0
91,PANAS,15,Negative,3.0
91,PANAS,16,Positive,4.0
91,PANAS,17,Positive,4.0
91,PANAS,18,Negative,3.0
91,PANAS,19,Positive,4.0
91,PANAS,20,Negative,3.0
91,BPAQ,1,Physical,1.0
91,BPAQ,2,Physical,1.0
91,BPAQ,3,Physical,3.0
91,BPAQ,4,Physical,2.0
91,BPAQ,5,Physical,2.0
91,BPAQ,6,Physical,1.0
91,BPAQ,7,Physical,2.0
91,BPAQ,8,Physical,1.0
91,BPAQ,9,Physical,1.0
91,BPAQ,10,Verbal,4.0
91,BPAQ,11,Verbal,3.0
91,BPAQ,12,Verbal,3.0
91,BPAQ,13,Verbal,3.0
91,BPAQ,14,Verbal,3.0
91,BPAQ,15,Anger,4.0
91,BPAQ,16,Anger,3.0
91,BPAQ,17,Anger,3.0
91,BPAQ,18,Anger,2.0
91,BPAQ,19,Anger,3.0
91,BPAQ,20,Anger,2.0
91,BPAQ,21,Anger,3.0
91,BPAQ,22,Hostility,3.0
91,BPAQ,23,Hostility,1.0
91,BPAQ,24,Hostility,4.0
91,BPAQ,25,Hostility,3.0
91,BPAQ,26,Hostility,3.0
91,BPAQ,27,Hostility,4.0
91,BPAQ,28,Hostility,3.0
91,BPAQ,29,Hostility,3.0
91,SSCS,1,Personal Identity,4.0
91,SSCS,2,Personal Identity,4.0
91,SSCS,3,Self-efficacy,4.0
91,SSCS,4,Self-efficacy,4.0
91,SSCS,5,Self-efficacy,4.0
91,SSCS,6,Self-efficacy,4.0
91,SSCS,7,Personal Identity,3.0
91,SSCS,8,Self-efficacy,4.0
91,SSCS,9,Self-efficacy,4.0
91,SSCS,10,Personal Identity,4.0
91,SSCS,11,Personal Identity,3.0
67,BFI,1,Extraversion,3.0
67,BFI,2,Agreeableness,3.0
67,BFI,3,Conscientiousness,3.0
67,BFI,4,Neuroticism,3.0
67,BFI,5,Openness,3.0
67,BFI,6,Extraversion,3.0
67,BFI,7,Agreeableness,4.0
67,BFI,8,Conscientiousness,3.0
67,BFI,9,Neuroticism,3.0
67,BFI,10,Openness,3.0
67,BFI,11,Extraversion,3.0
67,BFI,12,Agreeableness,3.0
67,BFI,13,Conscientiousness,5.0
67,BFI,14,Neuroticism,3.0
67,BFI,15,Openness,3.0
67,BFI,16,Extraversion,3.0
67,BFI,17,Agreeableness,3.0
67,BFI,18,Conscientiousness,3.0
67,BFI,19,Neuroticism,3.0
67,BFI,20,Openness,3.0
67,BFI,21,Extraversion,3.0
67,BFI,22,Agreeableness,3.0
67,BFI,23,Conscientiousness,3.0
67,BFI,24,Neuroticism,1.0
67,BFI,25,Openness,3.0
67,BFI,26,Extraversion,3.0
67,BFI,27,Agreeableness,3.0
67,BFI,28,Conscientiousness,3.0
67,BFI,29,Neuroticism,3.0
67,BFI,30,Openness,3.0
67,BFI,31,Extraversion,3.0
67,BFI,32,Agreeableness,3.0
67,BFI,33,Conscientiousness,3.0
67,BFI,34,Neuroticism,3.0
67,BFI,35,Openness,2.0
67,BFI,36,Extraversion,3.0
67,BFI,37,Agreeableness,3.0
67,BFI,38,Conscientiousness,3.0
67,BFI,39,Neuroticism,3.0
67,BFI,40,Openness,3.0
67,BFI,41,Openness,3.0
67,BFI,42,Agreeableness,3.0
67,BFI,43,Conscientiousness,3.0
67,BFI,44,Openness,3.0
67,PANAS,1,Positive,3.0
67,PANAS,2,Negative,3.0
67,PANAS,3,Positive,3.0
67,PANAS,4,Negative,3.0
67,PANAS,5,Positive,4.0
67,PANAS,6,Negative,3.0
67,PANAS,7,Negative,3.0
67,PANAS,8,Negative,3.0
67,PANAS,9,Positive,3.0
67,PANAS,10,Positive,3.0
67,PANAS,11,Negative,3.0
67,PANAS,12,Positive,4.0
67,PANAS,13,Negative,3.0
67,PANAS,14,Positive,3.0
67,PANAS,15,Negative,2.0
67,PANAS,16,Positive,3.0
67,PANAS,17,Positive,3.0
67,PANAS,18,Negative,3.0
67,PANAS,19,Positive,3.0
67,PANAS,20,Negative,3.0
67,BPAQ,1,Physical,2.0
67,BPAQ,2,Physical,1.0
67,BPAQ,3,Physical,4.0
67,BPAQ,4,Physical,2.0
67,BPAQ,5,Physical,3.0
67,BPAQ,6,Physical,2.0
67,BPAQ,7,Physical,1.0
67,BPAQ,8,Physical,2.0
67,BPAQ,9,Physical,3.0
67,BPAQ,10,Verbal,4.0
67,BPAQ,11,Verbal,4.0
67,BPAQ,12,Verbal,3.0
67,BPAQ,13,Verbal,3.0
67,BPAQ,14,Verbal,3.0
67,BPAQ,15,Anger,4.0
67,BPAQ,16,Anger,3.0
67,BPAQ,17,Anger,3.0
67,BPAQ,18,Anger,2.0
67,BPAQ,19,Anger,3.0
67,BPAQ,20,Anger,3.0
67,BPAQ,21,Anger,3.0
67,BPAQ,22,Hostility,3.0
67,BPAQ,23,Hostility,3.0
67,BPAQ,24,Hostility,3.0
67,BPAQ,25,Hostility,3.0
67,BPAQ,26,Hostility,3.0
67,BPAQ,27,Hostility,4.0
67,BPAQ,28,Hostility,3.0
67,BPAQ,29,Hostility,3.0
67,SSCS,1,Personal Identity,3.0
67,SSCS,2,Personal Identity,3.0
67,SSCS,3,Self-efficacy,4.0
67,SSCS,4,Self-efficacy,4.0
67,SSCS,5,Self-efficacy,3.0
67,SSCS,6,Self-efficacy,4.0
67,SSCS,7,Personal Identity,3.0
67,SSCS,8,Self-efficacy,4.0
67,SSCS,9,Self-efficacy,3.0
67,SSCS,10,Personal Identity,4.0
67,SSCS,11,Personal Identity,3.0
103,BFI,1,Extraversion,3.0
103,BFI,2,Agreeableness,3.0
103,BFI,3,Conscientiousness,4.0
103,BFI,4,Neuroticism,3.0
103,BFI,5,Openness,4.0
103,BFI,6,Extraversion,2.0
103,BFI,7,Agreeableness,4.0
103,BFI,8,Conscientiousness,4.0
103,BFI,9,Neuroticism,2.0
103,BFI,10,Openness,5.0
103,BFI,11,Extraversion,
103,BFI,12,Agreeableness,3.0
103,BFI,13,Conscientiousness,5.0
103,BFI,14,Neuroticism,2.0
103,BFI,15,Openness,4.0
103,BFI,16,Extraversion,4.0
103,BFI,17,Agreeableness,4.0
103,BFI,18,Conscientiousness,3.0
103,BFI,19,Neuroticism,
103,BFI,20,Openness,4.0
103,BFI,21,Extraversion,2.0
103,BFI,22,Agreeableness,4.0
103,BFI,23,Conscientiousness,
103,BFI,24,Neuroticism,2.0
103,BFI,25,Openness,4.0
103,BFI,26,Extraversion,3.0
103,BFI,27,Agreeableness,3.0
103,BFI,28,Conscientiousness,5.0
103,BFI,29,Neuroticism,
103,BFI,30,Openness,4.0
103,BFI,31,Extraversion,4.0
103,BFI,32,Agreeableness,5.0
103,BFI,33,Conscientiousness,4.0
103,BFI,34,Neuroticism,2.0
103,BFI,35,Openness,3.0
103,BFI,36,Extraversion,3.0
103,BFI,37,Agreeableness,3.0
103,BFI,38,Conscientiousness,4.0
103,BFI,39,Neuroticism,3.0
103,BFI,40,Openness,4.0
103,BFI,41,Openness,3.0
103,BFI,42,Agreeableness,4.0
103,BFI,43,Conscientiousness,3.0
103,BFI,44,Openness,5.0
103,PANAS,1,Positive,4.0
103,PANAS,2,Negative,2.0
103,PANAS,3,Positive,4.0
103,PANAS,4,Negative,2.0
103,PANAS,5,Positive,4.0
103,PANAS,6,Negative,3.0
103,PANAS,7,Negative,2.0
103,PANAS,8,Negative,1.0
103,PANAS,9,Positive,4.0
103,PANAS,10,Positive,4.0
103,PANAS,11,Negative,2.0
103,PANAS,12,Positive,4.0
103,PANAS,13,Negative,1.0
103,PANAS,14,Positive,4.0
103,PANAS,15,Negative,2.0
103,PANAS,16,Positive,4.0
103,PANAS,17,Positive,4.0
103,PANAS,18,Negative,2.0
103,PANAS,19,Positive,3.0
103,PANAS,20,Negative,2.0
103,BPAQ,1,Physical,
103,BPAQ,2,Physical,1.0
103,BPAQ,3,Physical,3.0
103,BPAQ,4,Physical,2.0
103,BPAQ,5,Physical,2.0
103,BPAQ,6,Physical,1.0
103,BPAQ,7,Physical,1.0
103,BPAQ,8,Physical,1.0
103,BPAQ,9,Physical,3.0
103,BPAQ,10,Verbal,4.0
103,BPAQ,11,Verbal,3.0
103,BPAQ,12,Verbal,2.0
103,BPAQ,13,Verbal,3.0
103,BPAQ,14,Verbal,3.0
103,BPAQ,15,Anger,3.0
103,BPAQ,16,Anger,2.0
103,BPAQ,17,Anger,3.0
103,BPAQ,18,Anger,2.0
103,BPAQ,19,Anger,3.0
103,BPAQ,20,Anger,3.0
103,BPAQ,21,Anger,3.0
103,BPAQ,22,Hostility,3.0
103,BPAQ,23,Hostility,3.0
103,BPAQ,24,Hostility,3.0
103,BPAQ,25,Hostility,3.0
103,BPAQ,26,Hostility,2.0
103,BPAQ,27,Hostility,4.0
103,BPAQ,28,Hostility,2.0
103,BPAQ,29,Hostility,3.0
103,SSCS,1,Personal Identity,4.0
103,SSCS,2,Personal Identity,4.0
103,SSCS,3,Self-efficacy,4.0
103,SSCS,4,Self-efficacy,4.0
103,SSCS,5,Self-efficacy,4.0
103,SSCS,6,Self-efficacy,4.0
103,SSCS,7,Personal Identity,4.0
103,SSCS,8,Self-efficacy,4.0
103,SSCS,9,Self-efficacy,4.0
103,SSCS,10,Personal Identity,4.0
103,SSCS,11,Personal Identity,4.0
128,BFI,1,Extraversion,3.0
128,BFI,2,Agreeableness,3.0
128,BFI,3,Conscientiousness,4.0
128,BFI,4,Neuroticism,3.0
128,BFI,5,Openness,3.0
128,BFI,6,Extraversion,3.0
128,BFI,7,Agreeableness,3.0
128,BFI,8,Conscientiousness,3.0
128,BFI,9,Neuroticism,3.0
128,BFI,10,Openness,3.0
128,BFI,11,Extraversion,3.0
128,BFI,12,Agreeableness,3.0
128,BFI,13,Conscientiousness,3.0
128,BFI,14,Neuroticism,3.0
128,BFI,15,Openness,3.0
128,BFI,16,Extraversion,3.0
128,BFI,17,Agreeableness,3.0
128,BFI,18,Conscientiousness,3.0
128,BFI,19,Neuroticism,3.0
128,BFI,20,Openness,3.0
128,BFI,21,Extraversion,3.0
128,BFI,22,Agreeableness,3.0
128,BFI,23,Conscientiousness,3.0
128,BFI,24,Neuroticism,3.0
128,BFI,25,Openness,3.0
128,BFI,26,Extraversion,3.0
128,BFI,27,Agreeableness,3.0
128,BFI,28,Conscientiousness,3.0
128,BFI,29,Neuroticism,3.0
128,BFI,30,Openness,3.0
128,BFI,31,Extraversion,3.0
128,BFI,32,Agreeableness,4.0
128,BFI,33,Conscientiousness,3.0
128,BFI,34,Neuroticism,3.0
128,BFI,35,Openness,2.0
128,BFI,36,Extraversion,3.0
128,BFI,37,Agreeableness,3.0
128,BFI,38,Conscientiousness,4.0
128,BFI,39,Neuroticism,3.0
128,BFI,40,Openness,4.0
128,BFI,41,Openness,3.0
128,BFI,42,Agreeableness,3.0
128,BFI,43,Conscientiousness,3.0
128,BFI,44,Openness,3.0
128,PANAS,1,Positive,4.0
128,PANAS,2,Negative,4.0
128,PANAS,3,Positive,4.0
128,PANAS,4,Negative,4.0
128,PANAS,5,Positive,2.0
128,PANAS,6,Negative,4.0
128,PANAS,7,Negative,4.0
128,PANAS,8,Negative,4.0
128,PANAS,9,Positive,2.0
128,PANAS,10,Positive,1.0
128,PANAS,11,Negative,4.0
128,PANAS,12,Positive,2.0
128,PANAS,13,Negative,4.0
128,PANAS,14,Positive,1.0
128,PANAS,15,Negative,3.0
128,PANAS,16,Positive,4.0
128,PANAS,17,Positive,2.0
128,PANAS,18,Negative,3.0
128,PANAS,19,Positive,2.0
128,PANAS,20,Negative,4.0
128,BPAQ,1,Physical,
128,BPAQ,2,Physical,1.0
128,BPAQ,3,Physical,3.0
128,BPAQ,4,Physical,2.0
128,BPAQ,5,Physical,3.0
128,BPAQ,6,Physical,2.0
128,BPAQ,7,Physical,1.0
128,BPAQ,8,Physical,1.0
128,BPAQ,9,Physical,3.0
128,BPAQ,10,Verbal,4.0
128,BPAQ,11,Verbal,4.0
128,BPAQ,12,Verbal,3.0
128,BPAQ,13,Verbal,3.0
128,BPAQ,14,Verbal,4.0
128,BPAQ,15,Anger,4.0
128,BPAQ,16,Anger,4.0
128,BPAQ,17,Anger,3.0
128,BPAQ,18,Anger,2.0
128,BPAQ,19,Anger,3.0
128,BPAQ,20,Anger,3.0
128,BPAQ,21,Anger,4.0
128,BPAQ,22,Hostility,4.0
128,BPAQ,23,Hostility,4.0
128,BPAQ,24,Hostility,4.0
128,BPAQ,25,Hostility,4.0
128,BPAQ,26,Hostility,3.0
128,BPAQ,27,Hostility,4.0
128,BPAQ,28,Hostility,3.0
128,BPAQ,29,Hostility,3.0
128,SSCS,1,Personal Identity,4.0
128,SSCS,2,Personal Identity,4.0
128,SSCS,3,Self-efficacy,3.0
128,SSCS,4,Self-efficacy,3.0
128,SSCS,5,Self-efficacy,3.0
128,SSCS,6,Self-efficacy,4.0
128,SSCS,7,Personal Identity,4.0
128,SSCS,8,Self-efficacy,3.0
128,SSCS,9,Self-efficacy,4.0
128,SSCS,10,Personal Identity,4.0
128,SSCS,11,Personal Identity,4.0
44,BFI,1,Extraversion,4.0
44,BFI,2,Agreeableness,3.0
44,BFI,3,Conscientiousness,4.0
44,BFI,4,Neuroticism,3.0
44,BFI,5,Openness,4.0
44,BFI,6,Extraversion,2.0
44,BFI,7,Agreeableness,4.0
44,BFI,8,Conscientiousness,4.0
44,BFI,9,Neuroticism,3.0
44,BFI,10,Openness,4.0
44,BFI,11,Extraversion,4.0
44,BFI,12,Agreeableness,3.0
44,BFI,13,Conscientiousness,4.0
44,BFI,14,Neuroticism,3.0
44,BFI,15,Openness,4.0
44,BFI,16,Extraversion,4.0
44,BFI,17,Agreeableness,3.0
44,BFI,18,Conscientiousness,3.0
44,BFI,19,Neuroticism,3.0
44,BFI,20,Openness,4.0
44,BFI,21,Extraversion,2.0
44,BFI,22,Agreeableness,3.0
44,BFI,23,Conscientiousness,3.0
44,BFI,24,Neuroticism,3.0
44,BFI,25,Openness,4.0
44,BFI,26,Extraversion,4.0
44,BFI,27,Agreeableness,3.0
44,BFI,28,Conscientiousness,5.0
44,BFI,29,Neuroticism,3.0
44,BFI,30,Openness,4.0
44,BFI,31,Extraversion,2.0
44,BFI,32,Agreeableness,4.0
44,BFI,33,Conscientiousness,4.0
44,BFI,34,Neuroticism,1.0
44,BFI,35,Openness,3.0
44,BFI,36,Extraversion,4.0
44,BFI,37,Agreeableness,3.0
44,BFI,38,Conscientiousness,4.0
44,BFI,39,Neuroticism,3.0
44,BFI,40,Openness,4.0
44,BFI,41,Openness,1.0
44,BFI,42,Agreeableness,4.0
44,BFI,43,Conscientiousness,3.0
44,BFI,44,Openness,4.0
44,PANAS,1,Positive,4.0
44,PANAS,2,Negative,3.0
44,PANAS,3,Positive,4.0
44,PANAS,4,Negative,3.0
44,PANAS,5,Positive,4.0
44,PANAS,6,Negative,3.0
44,PANAS,7,Negative,3.0
44,PANAS,8,Negative,1.0
44,PANAS,9,Positive,4.0
44,PANAS,10,Positive,4.0
44,PANAS,11,Negative,2.0
44,PANAS,12,Positive,4.0
44,PANAS,13,Negative,3.0
44,PANAS,14,Positive,4.0
44,PANAS,15,Negative,3.0
44,PANAS,16,Positive,4.0
44,PANAS,17,Positive,4.0
44,PANAS,18,Negative,2.0
44,PANAS,19,Positive,4.0
44,PANAS,20,Negative,2.0
44,BPAQ,1,Physical,1.0
44,BPAQ,2,Physical,1.0
44,BPAQ,3,Physical,4.0
44,BPAQ,4,Physical,2.0
44,BPAQ,5,Physical,2.0
44,BPAQ,6,Physical,2.0
44,BPAQ,7,Physical,1.0
44,BPAQ,8,Physical,1.0
44,BPAQ,9,Physical,2.0
44,BPAQ,10,Verbal,4.0
44,BPAQ,11,Verbal,4.0
44,BPAQ,12,Verbal,3.0
44,BPAQ,13,Verbal,3.0
44,BPAQ,14,Verbal,3.0
44,BPAQ,15,Anger,4.0
44,BPAQ,16,Anger,3.0
44,BPAQ,17,Anger,3.0
44,BPAQ,18,Anger,2.0
44,BPAQ,19,Anger,3.0
44,BPAQ,20,Anger,2.0
44,BPAQ,21,Anger,3.0
44,BPAQ,22,Hostility,3.0
44,BPAQ,23,Hostility,3.0
44,BPAQ,24,Hostility,4.0
44,BPAQ,25,Hostility,3.0
44,BPAQ,26,Hostility,3.0
